Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,NCO54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01421,,56.7614,4.3
Low Fat,FDO28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07228,5.765,119.9098,4.3
Low Fat,FDU25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02668,12.35,56.4246,4.3
Regular,FDA40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09925,16,87.4856,4.3
Low Fat,FDQ37,Breakfast,2011,OUT010,Tier 3,Medium,Grocery Store,0.1494,20.75,192.8478,4.3
Low Fat,NCX42,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.00599,6.36,163.6526,4.3
Low Fat,NCD19,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.02206,8.93,56.0614,4.3
Low Fat,DRG01,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04487,14.8,76.467,4.3
Low Fat,DRH13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02398,8.575,106.328,4.3
Regular,FDO22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.01796,13.5,81.596,4.3
Low Fat,DRE25,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07327,15.35,92.112,4.3
Low Fat,NCF42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16738,17.35,175.6712,4.3
Regular,FDZ01,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.01516,8.975,101.899,4.3
Low Fat,FDY51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08147,12.5,220.7798,4.3
Low Fat,FDA34,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01479,,174.408,4.3
Regular,FDS19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.06415,13.8,76.9012,4.3
Regular,FDG20,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.21038,15.5,178.2028,4.3
Regular,FDR24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.06298,17.35,87.983,4.3
Low Fat,NCI43,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02596,19.85,46.3376,4.3
Regular,FDG21,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1469,17.35,149.605,4.3
Regular,FDF40,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.02264,20.25,248.4092,4.3
Low Fat,FDS03,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.13942,,66.0826,4.3
Regular,FDA01,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05437,15,58.5904,4.3
Low Fat,DRC12,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03804,17.85,189.1188,4.3
Regular,FDY35,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01606,17.6,47.2402,4.3
Regular,FDH20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.02493,16.1,95.141,4.3
Low Fat,FDR58,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04172,,94.5462,4.3
Regular,FDI41,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.109,,145.2418,4.3
Low Fat,FDA15,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01605,9.3,250.2092,4.3
Low Fat,DRD60,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.06519,,181.1634,4.3
reg,FDS31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.1,178.9318,4.3
Low Fat,FDS49,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.07979,9,80.1644,4.3
Low Fat,FDJ45,Seafood,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07306,,33.7216,4.3
Regular,FDZ35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02228,9.6,102.499,4.3
Low Fat,DRM48,Soft Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.11313,15.2,38.6848,4.3
Low Fat,NCA05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.02527,20.75,146.6734,4.3
Regular,FDC09,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02641,15.5,102.1332,4.3
Low Fat,FDQ24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.12898,,250.4724,4.3
Low Fat,FDQ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0195,21.25,120.8756,4.3
Low Fat,NCK54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02938,,114.715,4.3
Low Fat,FDK28,Frozen Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.06596,5.695,259.2646,4.3
LF,FDJ56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.18369,8.985,100.27,4.3
Low Fat,FDU36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04634,6.15,97.3384,4.3
Low Fat,FDR23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08191,15.85,177.637,4.3
Low Fat,FDN13,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15229,18.6,98.9358,4.3
Low Fat,FDK02,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.1124,12.5,120.444,4.3
Low Fat,FDD02,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05037,16.6,117.2124,4.3
Low Fat,DRD15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05688,10.6,231.9642,4.3
Low Fat,FDE29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14335,8.905,62.0878,4.3
Low Fat,FDD28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05338,10.695,56.7904,4.3
Low Fat,FDD29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01844,12.15,254.7698,4.3
Low Fat,FDE09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,8.775,111.3228,4.3
Low Fat,FDI45,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03764,13.1,175.6054,4.3
Low Fat,FDA32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03014,14,216.0192,4.3
Low Fat,FDZ20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03436,16.1,253.4356,4.3
Low Fat,FDT43,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02058,16.35,52.1324,4.3
Low Fat,FDT44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10315,16.6,117.2466,4.3
Low Fat,FDN32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01558,17.5,185.1266,4.3
Low Fat,FDR08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03768,18.7,111.0886,4.3
Low Fat,DRN35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07036,8.01,36.8532,4.3
Low Fat,DRH23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,14.65,54.9614,4.3
Low Fat,NCK17,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03795,11,38.448,4.3
Low Fat,NCS05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02101,11.5,131.3942,4.3
Low Fat,NCK53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03764,11.6,98.4042,4.3
Low Fat,NCR41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01805,17.85,96.6094,4.3
Low Fat,NCS17,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08063,18.6,92.5436,4.3
Low Fat,NCV17,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01613,18.85,130.2626,4.3
Low Fat,NCL05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,19.6,42.877,4.3
Low Fat,NCZ30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02623,6.59,119.0098,4.3
Low Fat,NCE31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.18513,7.67,32.9216,4.3
Low Fat,NCY54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.17797,8.43,174.0422,4.3
Low Fat,NCE19,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09316,8.97,55.7956,4.3
Low Fat,NCO54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0143,19.5,53.7614,4.3
Low Fat,NCA06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14351,20.5,34.719,4.3
Low Fat,NCL19,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0157,15.35,141.147,4.3
Low Fat,NCM55,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06683,15.6,185.5924,4.3
Low Fat,NCI31,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08145,20,36.819,4.3
Low Fat,FDX34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0721,6.195,119.3098,4.3
Low Fat,FDM46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16022,7.365,93.512,4.3
Low Fat,FDD34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0159,7.945,163.821,4.3
Low Fat,FDL34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04101,16,141.2496,4.3
Low Fat,FDM10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07609,18.25,212.9218,4.3
Low Fat,FDO58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03964,19.6,166.0526,4.3
Low Fat,DRD37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01386,9.8,45.106,4.3
Low Fat,DRL49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05652,13.15,143.4812,4.3
Low Fat,DRM48,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11307,15.2,35.8848,4.3
Regular,FDU24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,6.78,95.012,4.3
Regular,FDV48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0517,9.195,79.2644,4.3
Regular,FDI12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10056,9.395,88.8856,4.3
Regular,FDI48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05581,11.85,53.0666,4.3
Regular,FDK25,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15708,11.6,166.6474,4.3
Regular,FDK26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03223,5.46,186.824,4.3
Regular,FDZ49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13335,11,219.7798,4.3
Regular,FDE14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03149,13.65,98.87,4.3
Regular,FDT50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,6.75,96.7752,4.3
Regular,FDZ26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14424,11.6,239.4222,4.3
Regular,FDP40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03441,4.555,111.3544,4.3
Regular,FDD41,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0874,6.765,105.3306,4.3
Regular,FDV16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08306,7.75,35.7558,4.3
Regular,FDG41,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07668,8.84,110.7228,4.3
Regular,FDM04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04719,9.195,52.8666,4.3
Regular,FDR31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04924,6.46,144.4102,4.3
Regular,FDD44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07852,8.05,257.1646,4.3
Regular,FDV44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03991,8.365,191.3188,4.3
Regular,FDM08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05367,10.1,223.0088,4.3
Regular,FDW19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03856,12.35,109.857,4.3
Regular,FDF57,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05892,14.5,169.7448,4.3
Regular,FDQ07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08754,15.1,219.8456,4.3
Regular,FDZ31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,15.35,193.0504,4.3
Regular,FDZ51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05464,11.3,93.3094,4.3
Regular,FDM27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15872,12.35,157.2946,4.3
Regular,FDQ03,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,15,235.6248,4.3
Regular,DRY23,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10927,9.395,42.3112,4.3
low fat,FDD57,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02243,18.1,96.2094,4.3
LF,FDD14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.29731,,185.4266,4.3
Low Fat,FDO36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.13642,,179.766,4.3
Low Fat,FDU36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.08101,,98.8384,4.3
Low Fat,FDZ60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.20899,,106.0596,4.3
Low Fat,FDS23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.24668,,129.7994,4.3
Low Fat,DRI03,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.03975,,176.9028,4.3
Low Fat,FDP26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.24434,,105.9306,4.3
Low Fat,FDC28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0,,109.9254,4.3
Low Fat,FDG16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.15726,,215.0192,4.3
Low Fat,FDB33,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.02553,,157.5262,4.3
Low Fat,FDI20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.06752,,211.3586,4.3
Low Fat,FDR07,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.13612,,94.1094,4.3
Low Fat,NCK17,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0,,40.348,4.3
Low Fat,NCL05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.08386,,44.077,4.3
Low Fat,NCQ29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.18249,,258.8278,4.3
Low Fat,NCX29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.15609,,144.3102,4.3
Low Fat,NCB30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.045,,196.5084,4.3
Low Fat,NCE54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0471,,75.5354,4.3
Low Fat,NCU06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.13028,,228.001,4.3
Low Fat,FDL15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.08165,,152.5682,4.3
Low Fat,NCM07,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.06997,,83.9908,4.3
Low Fat,NCP43,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.05341,,181.766,4.3
Low Fat,FDP34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.24027,,156.463,4.3
Low Fat,DRF01,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.30654,,147.3102,4.3
Low Fat,DRL60,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.04738,,150.6682,4.3
Regular,FDU24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.24541,,92.812,4.3
Regular,FDN25,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.10711,,55.5588,4.3
Regular,FDW38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0,,55.9298,4.3
Regular,FDX04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.07279,,49.4376,4.3
Regular,FDA08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.08769,,162.5526,4.3
Regular,FDE33,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.08691,,78.8644,4.3
Regular,FDG08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.28952,,172.0764,4.3
Regular,FDQ32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.08161,,122.3388,4.3
Regular,FDX56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.12967,,206.8638,4.3
Regular,FDX03,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.10697,,44.7744,4.3
Regular,FDK58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.07876,,103.0016,4.3
Regular,FDL09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.22417,,168.8816,4.3
Regular,FDM22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.07346,,52.364,4.3
Regular,FDV10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.11679,,41.0112,4.3
LF,NCJ54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06007,9.895,230.6642,4.3
LF,NCY30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02595,20.25,179.5976,4.3
Low Fat,FDW24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0375,6.8,49.9034,4.3
Low Fat,FDT36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11127,12.3,35.0874,4.3
Low Fat,FDS60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03245,20.85,177.866,4.3
Low Fat,FDU23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0,12.15,164.7184,4.3
Low Fat,FDW47,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04638,15,122.8414,4.3
Low Fat,FDV49,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02583,10,263.2226,4.3
Low Fat,DRI03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0227,6.03,177.9028,4.3
Low Fat,FDU38,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08255,10.8,193.7504,4.3
Low Fat,FDR02,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02207,16.7,110.5886,4.3
Low Fat,FDU14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03475,17.75,248.775,4.3
Low Fat,FDK28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06559,5.695,258.2646,4.3
Low Fat,FDR04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02257,7.075,97.3068,4.3
Low Fat,FDL08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04972,10.8,246.7144,4.3
Low Fat,FDG57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0723,14.7,48.2034,4.3
Low Fat,FDF32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0,16.35,198.5426,4.3
Low Fat,FDL20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0,17.1,111.9886,4.3
Low Fat,DRK35,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07185,8.365,37.9506,4.3
Low Fat,DRP35,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09087,18.85,127.3336,4.3
Low Fat,NCN05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01446,8.235,181.895,4.3
Low Fat,NCK53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03758,11.6,98.9042,4.3
Low Fat,NCO41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01885,12.5,96.7384,4.3
Low Fat,NCR41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01802,17.85,95.9094,4.3
Low Fat,NCT42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02489,5.88,147.5392,4.3
Low Fat,NCV54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0,11.1,119.1124,4.3
Low Fat,NCR06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00677,12.5,41.7112,4.3
Low Fat,NCC07,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02395,19.6,105.6964,4.3
Low Fat,NCV30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06593,20.2,64.851,4.3
Low Fat,NCN42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01422,20.25,148.9418,4.3
Low Fat,NCK19,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09047,9.8,193.6478,4.3
Low Fat,NCL55,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0,12.15,254.904,4.3
Low Fat,FDV09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02057,12.1,150.4734,4.3
Low Fat,FDH33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12173,12.85,45.1428,4.3
Low Fat,FDK09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09176,15.2,228.5352,4.3
Low Fat,FDT45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05731,15.85,53.3956,4.3
Low Fat,FDM34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06745,19,132.9626,4.3
Low Fat,DRD12,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07719,6.96,89.9146,4.3
Low Fat,DRE01,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16716,10.1,241.7512,4.3
Low Fat,DRF36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02358,16.1,192.6846,4.3
Low Fat,FDG47,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06962,12.8,260.3252,4.3
Regular,FDP48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04402,7.52,183.095,4.3
Regular,FDW12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03557,8.315,144.4444,4.3
Regular,FDM36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05873,11.65,171.9422,4.3
Regular,FDU12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07575,15.5,262.8568,4.3
Regular,FDS11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05556,7.05,224.7088,4.3
Regular,FDQ59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05639,9.8,84.6908,4.3
Regular,FDR59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06386,14.5,262.3594,4.3
Regular,FDP59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05647,20.85,103.6648,4.3
Regular,FDN38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09197,6.615,251.6408,4.3
Regular,FDT01,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.18417,13.65,213.7902,4.3
Regular,FDY37,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02657,17,142.047,4.3
Regular,FDZ03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07879,13.65,184.824,4.3
Regular,FDQ28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06043,14,153.5656,4.3
Regular,FDU28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09392,19.2,189.8214,4.3
Regular,FDR32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0,6.78,227.4694,4.3
Regular,FDU19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04677,8.77,173.9422,4.3
Regular,FDJ44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10633,12.3,172.8396,4.3
Regular,FDF57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05883,14.5,172.2448,4.3
Regular,FDD56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10378,15.2,175.6054,4.3
Regular,FDC08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10345,19,225.472,4.3
Regular,FDJ55,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02353,12.8,223.5404,4.3
Regular,FDR57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0235,5.675,156.1288,4.3
Regular,FDU45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03551,15.6,112.4518,4.3
Regular,DRA59,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12793,8.27,184.8924,4.3
Regular,FDB35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06462,12.3,89.8804,4.3
reg,FDK26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03218,5.46,185.424,4.3
LF,NCB18,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.04137,19.6,89.2514,4.3
LF,DRK12,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.04212,9.5,32.09,4.3
Low Fat,FDA48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.11511,12.1,222.0114,4.3
Low Fat,FDE24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.09365,14.85,141.5812,4.3
Low Fat,FDW48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.00856,18,79.0618,4.3
Low Fat,FDJ50,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.02163,8.645,51.9982,4.3
Low Fat,FDO38,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.07299,17.25,78.8986,4.3
Low Fat,FDB28,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.09357,6.615,199.4426,4.3
Low Fat,DRG51,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01156,12.1,164.9526,4.3
Low Fat,DRE15,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01782,13.35,75.1012,4.3
Low Fat,FDR02,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.02211,16.7,110.8886,4.3
